Country,grade_fra,route_count,color_intensity
Switzerland,8a/+,23,23
Switzerland,8b,2,2
Switzerland,8b+,2,2
Switzerland,8b+/8c,2,2
Switzerland,8b/+,8,8
Switzerland,8c+,1,1
Switzerland,8c/+,2,2
Turkey,5,7,7
Turkey,5a,5,5
Turkey,5a+,11,11
Turkey,5b,7,7
Turkey,5b+,18,18
Turkey,5c,11,11
Turkey,5c+,5,5
Turkey,6,19,19
Turkey,6a,17,17
Turkey,6a+,16,16
Turkey,6a+/6b,34,34
Turkey,6a/+,31,31
Turkey,6b,12,12
Turkey,6b+,18,18
Turkey,6b+/6c,28,28
Turkey,6b/+,31,31
Turkey,6c,19,19
Turkey,6c+,14,14
Turkey,6c+/7a,6,6
Turkey,6c/+,31,31
Turkey,7a,42,42
Turkey,7a+,33,33
Turkey,7a+/7b,20,20
Turkey,7a/+,31,31
Turkey,7b,34,34
Turkey,7b+,36,36
Turkey,7b+/7c,20,20
Turkey,7b/+,18,18
Turkey,7c,33,33
Turkey,7c+,20,20
Turkey,7c+/8a,11,11
Turkey,7c/+,14,14
Turkey,8a,6,6
Turkey,8a+,8,8
Turkey,8a+/8b,16,16
Turkey,8a/+,28,28
Turkey,8b,5,5
Turkey,8b+,7,7
Turkey,8b+/8c,4,4
Turkey,8b/+,7,7
Ukraine,5a+,13,13
Ukraine,5b,2,2
Ukraine,5b+,8,8
Ukraine,5c,3,3
Ukraine,5c+,2,2
Ukraine,6,10,10
Ukraine,6a,7,7
Ukraine,6a+,9,9
Ukraine,6a+/6b,15,15
Ukraine,6a/+,15,15
Ukraine,6b,8,8
Ukraine,6b+,12,12
Ukraine,6b+/6c,13,13
Ukraine,6b/+,24,24
Ukraine,6c,12,12
Ukraine,6c+,12,12
Ukraine,6c+/7a,7,7
Ukraine,6c/+,15,15
Ukraine,7a,18,18
Ukraine,7a+,17,17
Ukraine,7a+/7b,9,9
Ukraine,7a/+,12,12
Ukraine,7b,21,21
Ukraine,7b+,14,14
Ukraine,7b+/7c,9,9
Ukraine,7b/+,8,8
Ukraine,7c,15,15
Ukraine,7c+,9,9
Ukraine,7c+/8a,1,1
Ukraine,7c/+,7,7
Ukraine,8a,2,2
Ukraine,8a+,10,10
Ukraine,8a+/8b,4,4
Ukraine,8a/+,3,3
Ukraine,8b,4,4
Ukraine,8b+/8c,2,2
Ukraine,8b/+,1,1
Ukraine,8c+,1,1
Ukraine,8c/+,2,2
Ukraine,9a,1,1
United Kingdom,5,7,7
United Kingdom,5a,4,4
United Kingdom,5a+,5,5
United Kingdom,5b,1,1
United Kingdom,5b+,4,4
United Kingdom,5c,1,1
United Kingdom,5c+,1,1
United Kingdom,6,17,17
United Kingdom,6a,9,9
United Kingdom,6a+,6,6
United Kingdom,6a+/6b,23,23
United Kingdom,6a/+,16,16
United Kingdom,6b,7,7
United Kingdom,6b+,9,9
United Kingdom,6b+/6c,17,17
United Kingdom,6b/+,17,17
United Kingdom,6c,8,8
United Kingdom,6c+,4,4
United Kingdom,6c+/7a,1,1
United Kingdom,6c/+,10,10
United Kingdom,7a,50,50
United Kingdom,7a+,40,40
United Kingdom,7a+/7b,13,13
United Kingdom,7a/+,18,18
United Kingdom,7b,29,29
United Kingdom,7b+,22,22
United Kingdom,7b+/7c,10,10
United Kingdom,7b/+,12,12
United Kingdom,7c,16,16
United Kingdom,7c+,10,10
United Kingdom,7c+/8a,4,4
United Kingdom,7c/+,5,5
United Kingdom,8a,3,3
United Kingdom,8a+,2,2
United Kingdom,8a+/8b,7,7
United Kingdom,8a/+,15,15
United Kingdom,8b,3,3
United Kingdom,8b/+,1,1
Canada,5,11,11
Canada,5a,2,2
Canada,5a+,27,27
Canada,5b,16,16
Canada,5b+,27,27
Canada,5c,8,8
Canada,5c+,7,7
Canada,6,28,28
Canada,6a,9,9
Canada,6a+,17,17
Canada,6a+/6b,18,18
Canada,6a/+,36,36
Canada,6b,10,10
Canada,6b+,13,13
Canada,6b+/6c,31,31
Canada,6b/+,18,18
Canada,6c,14,14
Canada,6c+,12,12
Canada,6c+/7a,6,6
Canada,6c/+,49,49
Canada,7a,29,29
Canada,7a+,47,47
Canada,7a+/7b,16,16
Canada,7a/+,12,12
Canada,7b,30,30
Canada,7b+,25,25
Canada,7b+/7c,14,14
Canada,7b/+,11,11
Canada,7c,24,24
Canada,7c+,8,8
Canada,7c+/8a,8,8
Canada,7c/+,16,16
Canada,8a+,3,3
Canada,8a+/8b,9,9
Canada,8a/+,11,11
Canada,8b,2,2
Canada,8b+,1,1
Canada,8b+/8c,1,1
Canada,8b/+,1,1
Canada,8c+,1,1
Canada,8c/+,1,1
Mexico,5,1,1
Mexico,5a,2,2
Mexico,5a+,2,2
Mexico,5b,4,4
Mexico,5b+,11,11
Mexico,5c,4,4
Mexico,5c+,6,6
Mexico,6,12,12
Mexico,6a,11,11
Mexico,6a+,13,13
Mexico,6a+/6b,21,21
Mexico,6a/+,25,25
Mexico,6b,10,10
Mexico,6b+,5,5
Mexico,6b+/6c,20,20
Mexico,6b/+,18,18
Mexico,6c,8,8
Mexico,6c+,14,14
Mexico,6c+/7a,9,9
Mexico,6c/+,37,37
Mexico,7a,19,19
Mexico,7a+,45,45
Mexico,7a+/7b,23,23
Mexico,7a/+,14,14
Mexico,7b,24,24
Mexico,7b+,26,26
Mexico,7b+/7c,6,6
Mexico,7b/+,9,9
Mexico,7c,22,22
Mexico,7c+,25,25
Mexico,7c+/8a,5,5
Mexico,7c/+,12,12
Mexico,8a,4,4
Mexico,8a+,6,6
Mexico,8a+/8b,11,11
Mexico,8a/+,16,16
Mexico,8b,2,2
Mexico,8b+,1,1
Mexico,8b+/8c,6,6
Mexico,8b/+,12,12
Mexico,8c+,1,1
United States,5,67,67
United States,5a,25,25
United States,5a+,103,103
United States,5b,47,47
United States,5b+,183,183
United States,5c,53,53
United States,5c+,16,16
United States,6,189,189
United States,6a,72,72
United States,6a+,90,90
United States,6a+/6b,155,155
United States,6a/+,172,172
United States,6b,58,58
United States,6b+,58,58
United States,6b+/6c,218,218
United States,6b/+,146,146
United States,6c,133,133
United States,6c+,120,120
United States,6c+/7a,49,49
United States,6c/+,382,382
United States,7a,167,167
United States,7a+,373,373
United States,7a+/7b,160,160
United States,7a/+,107,107
United States,7b,227,227
United States,7b+,195,195
United States,7b+/7c,97,97
United States,7b/+,137,137
United States,7c,122,122
United States,7c+,150,150
United States,7c+/8a,64,64
United States,7c/+,75,75
United States,8a,28,28
United States,8a+,54,54
United States,8a+/8b,55,55
United States,8a/+,86,86
United States,8b,23,23
United States,8b+,27,27
United States,8b+/8c,19,19
United States,8b/+,32,32
United States,8c,8,8
United States,8c+,6,6
United States,8c+/9a,7,7
United States,8c/+,5,5
United States,9a,2,2
United States,9a+,1,1
United States,9a/+,2,2
United States,9b,1,1
Australia,5,5,5
Australia,5a,9,9
Australia,5a+,7,7
Australia,5b,9,9
Australia,5b+,9,9
Australia,5c,11,11
Australia,5c+,9,9
Australia,6,20,20
Australia,6a,19,19
Australia,6a+,9,9
Australia,6a+/6b,19,19
Australia,6a/+,21,21
Australia,6b,14,14
Australia,6b+,28,28
Australia,6b+/6c,12,12
Australia,6b/+,29,29
Australia,6c,8,8
Australia,6c+,9,9
Australia,6c+/7a,15,15
Australia,6c/+,51,51
Australia,7a,74,74
Australia,7a+,75,75
Australia,7a+/7b,19,19
Australia,7a/+,21,21
Australia,7b,77,77
Australia,7b+,56,56
Australia,7b+/7c,22,22
Australia,7b/+,29,29
Australia,7c,36,36
Australia,7c+,30,30
Australia,7c+/8a,13,13
Australia,7c/+,20,20
Australia,8a,3,3
Australia,8a+,19,19
Australia,8a+/8b,19,19
Australia,8a/+,18,18
Australia,8b,8,8
Australia,8b+,7,7
Australia,8b+/8c,12,12
Australia,8b/+,17,17
Australia,8c,3,3
Australia,8c+,1,1
Australia,8c+/9a,1,1
Australia,8c/+,7,7
New Zealand,5,4,4
New Zealand,5a,4,4
New Zealand,5a+,14,14
New Zealand,5b,7,7
New Zealand,5b+,12,12
New Zealand,5c,8,8
New Zealand,5c+,13,13
New Zealand,6,11,11
New Zealand,6a,13,13
New Zealand,6a+,1,1
New Zealand,6a+/6b,14,14
New Zealand,6a/+,8,8
New Zealand,6b,6,6
New Zealand,6b+,8,8
New Zealand,6b+/6c,9,9
New Zealand,6b/+,8,8
New Zealand,6c,4,4
New Zealand,6c+,4,4
New Zealand,6c+/7a,3,3
New Zealand,6c/+,17,17
New Zealand,7a,29,29
New Zealand,7a+,36,36
New Zealand,7a+/7b,13,13
New Zealand,7a/+,13,13
New Zealand,7b,19,19
New Zealand,7b+,17,17
New Zealand,7b+/7c,11,11
New Zealand,7b/+,12,12
New Zealand,7c,10,10
New Zealand,7c+,12,12
New Zealand,7c+/8a,2,2
New Zealand,7c/+,8,8
New Zealand,8a,1,1
New Zealand,8a+,3,3
New Zealand,8a+/8b,3,3
New Zealand,8a/+,7,7
New Zealand,8b,3,3
New Zealand,8b+,1,1
New Zealand,8b+/8c,1,1
New Zealand,8b/+,1,1
New Zealand,8c/+,1,1
Argentina,5,1,1
Argentina,5a+,1,1
Argentina,5b,1,1
Argentina,5b+,5,5
Argentina,5c+,1,1
Argentina,6,8,8
Argentina,6a,4,4
Argentina,6a+,5,5
Argentina,6a+/6b,14,14
Argentina,6a/+,5,5
Argentina,6b,4,4
Argentina,6b+,3,3
Argentina,6b+/6c,14,14
Argentina,6b/+,2,2
Argentina,6c,3,3
Argentina,6c+,3,3
Argentina,6c/+,9,9
Argentina,7a,20,20
Argentina,7a+,7,7
Argentina,7a+/7b,4,4
Argentina,7a/+,5,5
Argentina,7b,12,12
Argentina,7b+,5,5
Argentina,7b+/7c,2,2
Argentina,7b/+,5,5
Argentina,7c,8,8
Argentina,7c+,1,1
Argentina,7c+/8a,2,2
Argentina,7c/+,4,4
Argentina,8a+,4,4
Argentina,8a+/8b,1,1
Argentina,8a/+,3,3
Argentina,8b,1,1
Argentina,8b+/8c,2,2
Argentina,8b/+,1,1
Argentina,8c/+,1,1
Brazil,5,7,7
Brazil,5a,2,2
Brazil,5a+,15,15
Brazil,5b,8,8
Brazil,5b+,18,18
Brazil,5c,19,19
Brazil,5c+,20,20
Brazil,6,39,39
Brazil,6a,22,22
Brazil,6a+,27,27
Brazil,6a+/6b,81,81
Brazil,6a/+,35,35
Brazil,6b,31,31
Brazil,6b+,70,70
Brazil,6b+/6c,138,138
Brazil,6b/+,97,97
Brazil,6c,70,70
Brazil,6c+,48,48
Brazil,6c+/7a,30,30
Brazil,6c/+,124,124
Brazil,7a,78,78
Brazil,7a+,95,95
Brazil,7a+/7b,53,53
Brazil,7a/+,47,47
Brazil,7b,68,68
Brazil,7b+,39,39
Brazil,7b+/7c,34,34
Brazil,7b/+,42,42
Brazil,7c,54,54
Brazil,7c+,21,21
Brazil,7c+/8a,7,7
Brazil,7c/+,27,27
Brazil,8a,7,7
Brazil,8a+/8b,6,6
Brazil,8a/+,15,15
Brazil,8b,4,4
Brazil,8b+,1,1
Brazil,8b+/8c,1,1
Brazil,8b/+,1,1
Brazil,8c,2,2
Chile,6,1,1
Chile,6a,1,1
Chile,6a+/6b,1,1
Chile,6b,1,1
Chile,6b+,2,2
Chile,6b/+,1,1
Chile,6c,2,2
Chile,6c/+,2,2
Chile,7a,1,1
Chile,7a+,1,1
Chile,7a+/7b,2,2
Chile,7b,1,1
Chile,7b+,3,3
Chile,7b/+,4,4
Chile,7c,1,1
Chile,7c+,3,3
Chile,7c+/8a,2,2
Chile,7c/+,4,4
Chile,8a,1,1
Chile,8a+/8b,1,1
Chile,8a/+,1,1
Colombia,5,1,1
Colombia,5c,1,1
Colombia,6b,1,1
Colombia,7a+,2,2
Ecuador,6a+/6b,1,1
Peru,5a+,2,2
Peru,5b+,3,3
Peru,5c,2,2
Peru,5c+,2,2
Peru,6,4,4
Peru,6a,2,2
Peru,6a+,2,2
Peru,6a+/6b,7,7
Peru,6a/+,8,8
Peru,6b+,1,1
Peru,6b+/6c,1,1
Peru,6b/+,2,2
Peru,6c,2,2
Peru,6c/+,1,1
Peru,7a,1,1
Peru,7a+,1,1
Venezuela,5a,2,2
Venezuela,5a+,2,2
Venezuela,5b,4,4
Venezuela,5b+,2,2
Venezuela,5c,4,4
Venezuela,5c+,2,2
Venezuela,6,5,5
Venezuela,6a,3,3
Venezuela,6a+,5,5
Venezuela,6a+/6b,3,3
Venezuela,6a/+,6,6
Venezuela,6b,3,3
Venezuela,6b+,2,2
Venezuela,6b+/6c,9,9
Venezuela,6b/+,5,5
Venezuela,6c,6,6
Venezuela,6c+,3,3
Venezuela,6c+/7a,1,1
Venezuela,6c/+,7,7
Venezuela,7a,2,2
Venezuela,7a+,7,7
Venezuela,7a+/7b,6,6
Venezuela,7a/+,3,3
Venezuela,7b,5,5
Venezuela,7b+,2,2
Venezuela,7b+/7c,3,3
Venezuela,7b/+,1,1
Venezuela,7c,4,4
Venezuela,7c+,1,1
Venezuela,7c+/8a,2,2
Venezuela,7c/+,1,1
Venezuela,8a+,1,1
Venezuela,8a/+,3,3
